89,110
137,109
17,170
18,164
169,82
114,108
160,72
117,21
78,4
61,167
74,28
56,150
162,72
78,4
65,109
176,55
40,99
113,14
124,73
186,100
93,93
39,164
41,114
78,4
133,163
78,4
157,16
189,13
52,158
78,4
63,93
175,9
78,4
78,4
29,55
141,128
24,11
172,109
178,155
162,180
139,28
108,40
132,174
152,133
56,186
130,87
57,53
106,111
48,67
26,127
135,101
56,21
124,159
71,161
34,123
108,63
178,31
162,93
25,134
73,179
67,167
97,68
12,33
76,139
14,123
21,30
48,23
182,19
162,51
124,41
38,180
62,138
16,180
152,99
169,73
160,48
101,122
54,175
75,68
59,171
67,29
18,62
78,4
78,4
119,141
78,4
172,32
148,74
107,105
160,127
166,72
39,185
174,34
162,58
134,63
78,4
76,128
167,87
155,173
123,132
76,25
94,100
105,133
132,131
68,63
55,109
78,4
51,158
24,173
100,146
60,113
85,155
161,174
78,4
78,4
90,83
53,139
78,4
119,126
29,106
27,119
176,135
145,31
101,99
156,63
37,132
16,148
46,77
132,70
168,82
21,97
67,81
53,91
123,105
151,147
72,48
41,119
27,45
53,13
90,94
48,168
78,4
171,58
161,48
100,114
135,102
176,42
84,70
71,20
175,80
61,129
78,4
81,169
94,133
145,25
134,100
93,67
125,57
91,28
17,73
50,110
60,168
178,110
188,154
105,18
20,77
173,22
141,142
104,81
32,107
12,116
161,129
117,176
188,113
87,154
153,40
146,112
74,136
168,154
78,4
86,136
155,167
85,172
20,176
140,120
37,79
112,48
92,114
26,75
124,173
155,140
152,111
94,182
164,18
24,29
128,19
182,43
161,124
70,144
29,22
37,77
170,98
133,14
56,135
12,39
18,20
185,78
80,159
44,78
93,13
78,61
164,80
14,130
43,144
135,185
178,165
65,165
24,49
102,67
146,64
153,83
157,68
29,86
60,51
38,111
76,134
78,4
152,111
133,39
100,101
155,64
78,4
55,46
152,170
16,10
24,26
78,4
34,187
154,70
64,130
116,39
22,118
143,46
169,21
70,15
27,116
136,134
150,89
70,38
166,156
104,100
50,52
11,122
116,124
146,30
112,172
161,16
120,38
114,11
70,65
58,53
169,32
125,26
115,135
180,159
186,50
142,65
115,48
142,164
104,16
48,16
165,139
182,156
37,9
24,100
119,163
49,18
137,86
65,63
25,100
78,4
61,155
139,115
161,46
139,128
181,95
140,96
160,124
39,95
98,107
121,38
120,184
78,4
82,67
159,33
32,151
141,79
87,54
15,114
165,102
49,180
160,45
26,75
28,18
78,4
81,159
187,172
29,47
78,4
106,42
78,4
48,89
165,72
118,48
29,96
12,112
78,4
162,67
87,86
61,146
39,10
82,88
49,84
152,68
107,138
137,171
78,4
102,187
65,108
78,4
141,140
129,107
160,183
92,152
181,176
130,78
49,158
178,109
42,59
13,166
151,139
43,43
71,116
185,163
45,162
114,140
127,124
112,20
61,147
164,51
95,67
110,14
104,86
18,84
162,27
181,95
156,160
169,156
48,137
116,72
179,170
164,13
37,16
61,23
111,38
55,46
128,118
62,19
44,101
67,95
146,151
19,67
43,165
78,4
183,128
154,97
58,101
107,186
57,172
147,49
125,32
138,180
61,32
183,107
74,171
78,167
78,4
135,151
33,177
120,54
134,152
67,70
153,62
40,103
169,158
49,21
126,126
38,86
121,71
164,91
187,123
178,15
14,174
61,21
175,46
180,96
58,175
74,48
21,99
98,103
124,43
136,17
61,15
81,49
142,142
73,59
156,75
126,181
121,11
34,159
117,52
16,50
126,145
59,181
70,182
16,75
136,152
25,181
123,64
185,40
16,153
119,146
68,87
76,107
78,4
35,45
157,132
48,28
85,176
61,162
78,4
146,22
41,27
62,162
145,111
169,48
99,97
84,76
98,101
66,171
90,146
133,50
19,174
107,20
131,64
96,81
156,162
48,68
83,181
67,104
92,177
76,40
38,182
39,115
153,77
125,156
117,122
105,61
90,132
41,36
124,107
140,124
124,9
175,52
45,100
75,135
166,48
14,110
35,120
72,16
126,96
128,131
80,10
85,59
119,76
123,102
132,61
78,4
178,151
133,175
122,28
58,114
89,20
123,165
108,104
59,107
26,28
143,27
174,58
31,116
176,93
139,115
123,38
49,125
12,37
107,137
101,18
36,41
183,21
159,104
96,175
131,140
98,71
113,120
64,97
94,156
78,4
178,142
78,4
151,156
60,138
21,48
119,182
121,126
21,139
117,63
164,188
28,80
177,166
139,184
143,40
113,175
153,137
180,134
38,147
13,124
62,115
71,73
114,126
116,104
81,29
106,31
78,4
177,145
150,70
30,45
58,120
66,164
115,57
53,97
42,86
88,75
49,88
123,68
159,22
146,96
120,163
139,181
132,39
142,108
134,16
35,20
77,121
127,148
145,139
19,127
146,35
95,90
84,60
19,74
78,4
42,103
64,132
179,77
105,20
46,115
54,120
127,61
82,187
151,23
68,183
27,146
78,4
64,11
163,36
131,61
82,15
133,38
33,145
163,86
25,170
103,66
15,99
151,165
38,33
45,139
78,4
32,172
152,115
78,4
21,28
29,62
147,41
20,28
184,80
177,134
162,133
72,73
53,181
24,110
103,26
158,13
97,128
159,113
164,71
29,104
80,100
104,11
59,112
50,187
24,78
187,144
78,4
34,67
126,150
151,163
70,158
98,122
185,105
13,84
128,119
108,69
61,144
60,63
162,145
59,178
78,4
72,157
57,63
117,102
36,155
56,111
65,78
79,48
139,91
172,79
26,109
91,126
49,185
74,97
26,22
89,37
129,109
177,51
61,154
30,159
163,131
56,76
108,31
162,182
78,4
182,102
118,66
78,4
63,26
78,4
93,58
51,110
163,185
67,13
53,178
51,99
77,38
86,95
148,137
124,54
86,130
26,109
61,107
124,100
116,167
78,60
75,48
170,55
54,73
108,163
46,10
80,102
154,102
91,133
33,72
89,51
80,61
36,174
188,54
93,160
69,77
171,161
127,65
100,25
164,152
127,183
26,33
29,128
36,180
153,83
126,106
78,4
124,178
15,38
136,70
119,179
45,62
64,139
150,104
114,155
51,48
49,78
11,157
54,93
61,139
147,159
73,78
133,128
78,4
39,176
12,29
59,33
73,77
71,54
132,140
23,35
18,125
67,103
180,121
18,150
180,47
83,10
134,47
122,34
66,11
132,75
167,148
126,187
60,106
84,23
148,125
31,113
54,110
147,145
149,163
92,183
38,88
106,170
78,4
20,115
40,140
168,116
123,118
96,186
97,22
155,38
97,170
129,14
181,17
33,130
27,113
94,101
56,13
135,104
167,40
21,130
131,63
85,119
91,40
79,73
152,178
34,102
101,48
97,165
148,102
35,25
124,109
70,174
176,80
170,100
67,145
42,108
140,176
36,144
37,23
101,77
121,61
78,4
49,90
73,149
62,12
143,167
18,133
26,118
33,30
155,184
182,32
68,80
158,78
78,4
78,4
141,140
26,126
78,4
37,49
65,57
167,28
131,188
41,26
123,125
166,72
36,22
38,95
132,44
98,58
104,19
11,169
144,171
141,156
114,117
138,80
163,36
150,184
125,131
16,15
64,174
134,102
163,167
145,148
95,150
26,55
172,157
84,88
76,172
20,52
131,182
26,35
83,36
160,29
157,81
156,57
162,61
103,36
186,59
84,109
93,100
52,151
177,96
100,163
113,187
109,52
168,166
172,166
56,23
171,72
49,121
94,121
57,63
15,178
98,176
100,152
73,133
103,186
127,96
78,4
18,49
158,181
107,138
57,65
116,165
20,17
87,76
76,31
78,4
139,163
85,103
41,167
108,146
35,92
131,97
78,4
63,104
111,42
22,61
106,184
15,101
123,104
80,154
187,187
130,72
123,157
75,90
51,108
130,167
125,100
140,55
144,126
37,151
133,138
109,111
168,59
154,134
91,40
78,4
131,37
78,4
58,171
32,141
107,167
78,4
115,178
88,169
30,185
74,109
49,171
27,116
116,24
135,187
132,52
69,34
139,50
39,159
116,179
97,141
42,183
75,24
154,150
171,122
35,174
70,12
37,44
40,67
125,149
78,33
162,37
22,62
78,4
52,162
63,23
132,147
78,4
12,130
78,4
188,90
181,59
171,115
75,118
86,138
112,57
188,83
73,106
92,65
164,113
81,13
54,150
82,23
134,24
177,169
82,105
183,157
157,164
165,160
75,90
131,161
140,96
78,4
120,29
78,4
172,157
88,33
78,4
155,104
137,115
164,60
129,14
160,185
71,53
157,25
60,49
136,55
69,91
67,40
26,143
31,128
119,118
49,148
161,162
173,72
118,180
44,81
117,59
12,113
65,122
12,78
17,124
170,157
40,171
114,32
176,62
14,12
104,72
78,4
17,159
132,41
166,72
145,121
55,10
64,99
27,136
170,63
185,49
19,105
161,27
78,37
119,56
122,145
187,89
60,70
16,61
142,166
78,94
108,121
173,42
124,126
180,116
178,153
53,121
24,13
167,96
156,157
137,167
16,171
66,124
130,49
171,160
114,87
133,96
160,15
79,183
39,146
140,58
91,107
34,25
59,60
134,113
15,166
160,180
156,99
138,159
31,29
139,134
112,183
61,20
128,142
151,129
127,130
154,182
78,4
151,55
138,82
78,4
109,58
171,47
87,20
81,9
165,105
88,116
60,22
165,167
52,166
61,21
178,38
123,22
61,73
164,108
188,71
162,125
12,59
37,39
30,112
78,4
21,98
63,168
163,126
128,121
115,125
95,14
144,58
19,51
39,29
17,140
137,16
181,125
85,46
165,48
102,112
13,130
171,139
98,76
167,167
32,185
155,83
79,121
60,49
26,61
125,92
119,66
78,4
49,64
166,116
23,74
70,68
137,26
156,101
148,92
170,15
122,84
182,32
116,38
149,119
151,29
144,156
178,156
51,122
18,120
171,130
187,77
94,116
51,27
112,57
123,139
104,61
37,12
117,46
79,74
56,13
111,176
16,69
142,183
108,94
26,144
148,21
62,29
151,17
154,105
44,89
84,67
35,168
118,150
160,110
108,88
90,26
99,58
144,45
157,181
30,162
162,64
107,38
47,19
104,105
69,153
78,4
184,161
76,148
102,80
111,169
171,55
62,142
89,69
70,159
146,176
159,142
138,114
129,141
28,29
14,140
40,42
91,157
126,156
158,173
177,36
53,135
39,74
99,28
181,88
24,99
77,39
178,53
52,164
89,178
40,133
109,124
178,151
23,104
168,68
142,154
174,13
174,144
153,144
146,23
98,22
130,144
122,69
109,92
162,43
61,17
177,72
78,4
86,69
83,82
42,33
25,52
36,166
19,181
153,77
92,28
53,26
151,28
119,98
38,153
91,148
62,55
21,169
134,54
153,96
89,121
110,77
51,144
18,157
78,4
41,16
88,99
143,75
94,101
147,118
81,21
64,83
147,68
50,70
188,142
179,88
163,131
91,43
37,28
15,108
176,66
125,64
62,49
114,132
78,4
152,65
78,4
166,147
186,53
175,80
80,96
31,39
146,47
124,130
40,47
40,63
77,92
140,73
89,144
135,42
66,128
133,174
57,78
24,178
21,138
90,181
117,163
175,52
104,118
78,4
94,146
172,58
163,174
24,74
43,112
57,179
185,24
151,35
78,4
169,66
170,136
126,62
145,138
90,132
141,19
122,138
35,46
140,43
24,85
78,4
142,161
120,62
176,150
102,87
78,4
38,134
145,126
33,125
18,24
24,50
38,179
46,57
23,178
111,25
87,38
23,183
50,136
111,170
63,142
88,29
71,30
179,47
134,159
74,76
91,179
82,76
138,82
180,183
85,97
118,113
134,167
131,154
58,110
178,104
128,21
73,25
77,84
128,13
44,162
104,82
12,92
188,143
78,4
174,56
77,173
57,148
153,16
29,14
163,170
108,151
63,123
140,120
171,126
96,161
52,72
74,117
20,62
107,83
73,32
119,22
164,171
86,170
56,43
128,178
41,48
124,186
86,85
157,111
36,155
34,17
93,109
52,17
83,119
92,101
88,29
14,137
78,4
21,89
131,99
15,81
188,154
102,64
135,15
27,33
58,49
135,65
19,96
179,107
189,158
172,86
78,4
103,111
150,129
35,154
150,41
55,51
40,184
81,179
78,4
73,63
157,11
187,176
118,142
141,127
120,63
175,128
177,11
109,108
41,146
18,44
138,75
103,156
97,115
175,107
53,34
48,156
78,4
76,95
41,121
43,118
83,83
161,93
173,166
110,131
154,113
113,18
60,13
67,114
90,171
177,124
44,93
150,177
97,120
143,34
116,163
44,148
131,135
122,48
109,32
168,103
38,80
95,181
129,172
150,76
114,15
75,54
106,96
84,20
184,141
146,157
78,4
165,132
78,4
169,62
91,49
17,97
19,90
92,15
82,160
78,4
78,4
120,91
141,140
17,62
28,181
183,87
69,127
150,157
125,30
141,128
183,20
170,27
170,184
134,114
178,172
72,86
159,133
